Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
OYO_liberal;Фракция реформ;Faction de réforme;Verbesserung Fraktion;;;;;;;;;;;
OYO_reactionary;Военная фракция;Faction militaire;Militärische Fraktion;;;;;;;;;;;
OYO_anarcho_liberal;Радикальная фракция;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
OYO_socialist;Фракция народа;Faction populaire;Volk Fraktion;;;;;;;;;;;
OYO_communist;Коммунистическая фракция;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
OYO_fascist;Фашистская фракция;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
RWA;Руанда;Rwanda;Ruanda;;Ruanda;;;;;;;;;
RWA_ADJ;Руанданск.;Ruandaise;Ruandische;;;;;;;;;;;
RWA_conservative;Центристская демократическая партия;;;;;;;;;;;;;
RWA_liberal;Либеральная партия;;;;;;;;;;;;;
RWA_reactionary;MDR-Пармехуту;;;;;;;;;;;;;
RWA_anarcho_liberal;Радикально-либеральная партия;;;;;;;;;;;;;
RWA_socialist;Социал-демократическая партия;;;;;;;;;;;;;
RWA_communist;APROSOMA;;;;;;;;;;;;;
RWA_fascist;Фашистская партия Руанды;;;;;;;;;;;;;
SEG;Бамбара;Ségou;Segu;;Segu;;;;;;;;;
SEG_ADJ;Бамбара;Bambaras;Bambara;;;;;;;;;;;
SEG_conservative;Королевская фракция;Faction royale;Königsfraktion;;;;;;;;;;;
SEG_liberal;Фракция реформ;Faction de réforme;Verbesserung Fraktion;;;;;;;;;;;
SEG_reactionary;Традиционная фракция;Faction traditionnelle;Traditionelle Fraktion;;;;;;;;;;;
SEG_anarcho_liberal;Фракция свободы;Faction de liberté;Freiheits Fraktion;;;;;;;;;;;
SEG_socialist;Социалистическая фракция;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
SEG_communist;Коммунистическая фракция;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
SEG_fascist;Фракция Новой Империи;Faction pour le nouvel empire;Neue Reich Fraktion;;;;;;;;;;;
SHO;Шона;Xhosa;Xhosa;;Kosoj;;;;;;;;;
SHO_ADJ;Шона;Xhosa;Xhosa;;;;;;;;;;;
SHO_conservative;Королевская фракция;Faction royale;Königsfraktion;;;;;;;;;;;
SHO_liberal;Фракция реформ;Faction de réforme;Verbesserung Fraktion;;;;;;;;;;;
SHO_reactionary;Фракция империи;Faction d'empire;Reich Fraktion;;;;;;;;;;;
SHO_anarcho_liberal;Радикальная фракция;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
SHO_socialist;Социалистическая фракция;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
SHO_communist;Коммунистическая фракция;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
SHO_fascist;Фашистская фракция;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
SHW;Шева;Shewa;Shewa;;Shewa;;;;;;;;;
SHW_ADJ;Шева;Shewaien;Shewaisch;;Shewa;;;;;;;;;
SHW_conservative;Фракция Негуса;Faction Negus;Negus Fraktion;;Facción Negus;;;;;;;;;
SHW_liberal;Фракция соглашения;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;
SHW_reactionary;Фракция церкви;La Faction Eglise;Die Kirche Fraktion;;La Facción Iglesia;;;;;;;;;
SHW_anarcho_liberal;Радикальная фракция;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;
SHW_socialist;Социалистическая фракция;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;
SHW_communist;Коммунистическая фракция;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;
SHW_fascist;Фашистская фракция;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;
SOM;Сомалиленд;Somalia;Somalia;;Somalia;;;;;;;;;
SOM_ADJ;Сомали;Somali;Somalisch;;;;;;;;;;;
SOM_proletarian_dictatorship;Сомалийская Демократическая Республика;;;;;;;;;;;;;
SOM_liberal;Сомалийский Демократический Союз;;;;;;;;;;;;;
SOM_anarcho_liberal;Сомалийский Национальный Конгресс;;;;;;;;;;;;;
SOM_conservative;Объединенная сомалийская партия;;;;;;;;;;;;;
SOM_reactionary;Сомалийская Национальная Лига;;;;;;;;;;;;;
SOM_socialist;Лига молодежи Сомали;;;;;;;;;;;;;
SOM_communist;Сомалийская Революционно-Социалистическая Партия;;;;;;;;;;;;;
SOM_fascist;Лига Большой Сомали;;;;;;;;;;;;;
SUA;Суазиленд;Swazi;Suazi;;Suazi;;;;;;;;;
SUA_ADJ;Суазиленд;Suazi;Suazi;;;;;;;;;;;
SUA_conservative;Королевская фракция;Faction royale;Königsfraktion;;;;;;;;;;;
SUA_liberal;Фракция реформ;Faction de réforme;Verbesserung Fraktion;;;;;;;;;;;
SUA_reactionary;Традиционная фракция;Faction traditionnelle;Traditionelle Fraktion;;;;;;;;;;;
SUA_anarcho_liberal;Фракция свободы;Faction de liberté;Freiheits Fraktion;;;;;;;;;;;
SUA_socialist;Социалистическая фракция;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
SUA_communist;Коммунистическая фракция;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
SUA_fascist;Фашистская фракция;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
SUA_democracy;Свазиленд;;;;;;;;;;;;;
SUA_fascist_dictatorship;Свазиленд;;;;;;;;;;;;;
SUA_fascist_dictatorship_ADJ;Сисвати;;;;;;;;;;;;;
SUA_proletarian_dictatorship;Свазиленд;;;;;;;;;;;;;
SUA_presidential_dictatorship;Свазиленд;;;;;;;;;;;;;
SUA_bourgeois_dictatorship;Свазиленд;;;;;;;;;;;;;
TOO;Фута Торо;Futa Toro;Fuua Toro;;Fouta Toro;;;;;;;;;
TOO_ADJ;Торо;Toro;Toro;;;;;;;;;;;
TOO_conservative;Фракция Алмаами;Faction Almaami;Almaami Fraktion;;;;;;;;;;;
TOO_liberal;Фракция реформ;Faction de réforme;Verbesserung Fraktion;;;;;;;;;;;
TOO_reactionary;Религиозная фракция;Faction Religieux;Religiöse Fraktion;;;;;;;;;;;
TOO_anarcho_liberal;Фракция свободы;Faction de liberté;Freiheits Fraktion;;;;;;;;;;;
TOO_socialist;Социалистическая фракция;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
TOO_communist;Коммунистическая фракция;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
TOO_fascist;Фашистская фракция;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
TSW;Бечуаналенд;Bechuanaland;;;;;;;;;;;;;
TSW_ADJ;Цвана;Tswana;Tswana;;;;;;;;;;;
TSW_conservative;Партия независимости Бечуаналенда;;;;;;;;;;;;;
TSW_liberal;Народная партия Бечуаналенда;;;;;;;;;;;;;
TSW_reactionary;Национальный фронт Бечуаналенда;;;;;;;;;;;;;
TSW_anarcho_liberal;Движение альянса Бечуаналенда;;;;;;;;;;;;;
TSW_socialist;Партия демократии Бечуаналенда;;;;;;;;;;;;;
TSW_communist;Международная социалистическая организация;;;;;;;;;;;;;
TSW_fascist;Фронт фашистов Бечуаналенда;;;;;;;;;;;;;
WAD;Вадай;Ouaddaï;Wadai;;Ouaddai;;;;;;;;;
WAD_ADJ;Вадай;Wadai;Wadai;;;;;;;;;;;
WAD_conservative;Фракция Колака;Faction Kolak;Kolak Fraktion;;;;;;;;;;;
WAD_liberal;Фракция реформ;Faction de réforme;Verbesserung Fraktion;;;;;;;;;;;
WAD_reactionary;Религиозная фракция;Faction Religieux;Religiöse Fraktion;;;;;;;;;;;
WAD_anarcho_liberal;Фракция свободы;Faction de liberté;Freiheits Fraktion;;;;;;;;;;;
WAD_socialist;Социалистическая фракция;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
WAD_communist;Коммунистическая фракция;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
WAD_fascist;Фашистская фракция;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
WRI;Варри;Warri;Warri;;Warri;;;;;;;;;
WRI_ADJ;Варри;Warri;Warri;;;;;;;;;;;
WRI_conservative;Фракция Олу;Faction Olu;Olu Fraktion;;;;;;;;;;;
WRI_liberal;Фракция реформ;Faction de réforme;Verbesserung Fraktion;;;;;;;;;;;
WRI_reactionary;Военная фракция;Faction militaire;Militärische Fraktion;;;;;;;;;;;
WRI_anarcho_liberal;Радикальная фракция;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
WRI_socialist;Фракция народа;Faction populaire;Volk Fraktion;;;;;;;;;;;
WRI_communist;Коммунистическая фракция;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
WRI_fascist;Фашистская фракция;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
WOL;Волоф;Djolof;Jolof;;wólof;;;;;;;;;
WOL_ADJ;Волоф;Djolof;Jolof;;;;;;;;;;;
WOL_conservative;Фракция Буур-ба;Faction Buur-ba;Buur-ba Fraktion;;;;;;;;;;;
WOL_liberal;Фракция реформ;Faction de réforme;Verbesserung Fraktion;;;;;;;;;;;
WOL_reactionary;Религиозная фракция;Faction Religieux;Religiöse Fraktion;;;;;;;;;;;
WOL_anarcho_liberal;Фракция свободы;Faction de liberté;Freiheits Fraktion;;;;;;;;;;;
WOL_socialist;Социалистическая фракция;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
WOL_communist;Коммунистическая фракция;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
WOL_fascist;Фашистская фракция;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
XHO;Коса;Xhosa;Xhosa;;Kosoj;;;;;;;;;
XHO_ADJ;Коса;Xhosa;Xhosa;;;;;;;;;;;
XHO_conservative;Консервативная фракция;Faction conservateur;Konservative Fraktion;;;;;;;;;;;
XHO_liberal;Либеральная фракция;Faction libéral;Liberale Fraktion;;;;;;;;;;;
